name,raw_description
Flying Car / E-Vtol (SKYLINE),"Skyline Flying Car, Winner of Teknofest Flying Car Design Competition, with a work of about 1 year.
You can 3D Print this car.

Urban Air Mobility Simulation Video:  https://youtu.be/SiXgxLvnZZk
Vehicle Demo Simulation: 
https://youtu.be/SWHjnIm35hY


At the same time, you can read the article I wrote in this field by downloading it from the link. I am sure it will be very informative about Mobility Features.
https://www.researchgate.net/publication/357435323_Conceptual_Design_of_a_Novel_Roadable_Flying_Car

Nowadays, the importance of zero-emission flying cars has increased as a solution to the traffic problem caused by population growth. In this study, previous flying car concepts in the literature were examined and a conceptual design study of a novel flying car was made. The configuration in which the designed vehicle can achieve maximum efficiency was selected and a design principle was followed accordingly. A survey was conducted with end-users by comparing the vehicle with other concepts in the world. At the same time, the final system architecture of the vehicle and all subsystem components such as electronic communication, chassis, battery management system, power, and propulsion systems were created and designed. In this way, it is aimed to obtain consistent data in mathematical models and analyzes. CFD and static analyzes of the vehicle were made and the data obtained were compared with the numerical analyzes and the vehicle was developed. It has been given importance to reduce the noise of all systems used in the vehicle in terms of passenger comfort and to develop new noise reduction solutions. The reliability of the system is very important due to the innovativeness of the Flying Car (eVTOL) concept. For this reason, the security of all components of the vehicle, cyber-attacks, flight security, and other possible problems have been examined and solutions have been produced. Autopilot systems, GPS, radar, power supply, and other subsystems that can be used on the vehicle are provided with redundancy. Algorithms and different solutions have been produced for issues such as air movement rules of the designed vehicle in today's cities, communication protocols of vehicles, how to get take off the vehicle, how to plan a route, how to react to problems, battery and charging stations."
Bell-Boeing CV-22 Osprey,"The Bell Boeing V-22 Osprey is an American multi-mission, tiltrotor military aircraft with both vertical takeoff and landing (VTOL) and short takeoff and landing (STOL) capabilities. It is designed to combine the functionality of a conventional helicopter with the long-range, high-speed cruise performance of a turboprop aircraft.

In 1980, the failure of Operation Eagle Claw (during the Iran hostage crisis), underscored that there were military roles for which neither conventional helicopters nor fixed-wing transport aircraft were well-suited. The United States Department of Defense (DoD) initiated a program to develop an innovative transport aircraft, with long-range, high-speed, and vertical-takeoff capabilities; the Joint-service Vertical take-off/landing Experimental (JVX) program officially commenced in 1981. A partnership between Bell Helicopter and Boeing Helicopters was awarded a development contract in 1983 for the V-22 tiltrotor aircraft. The Bell Boeing team jointly produces the aircraft.[3] The V-22 first flew in 1989 and began flight testing and design alterations; the complexity and difficulties of being the first tiltrotor for military service led to many years of development.

The United States Marine Corps (USMC) began crew training for the MV-22B Osprey in 2000 and fielded it in 2007; it supplemented and then replaced their Boeing Vertol CH-46 Sea Knights. The U.S. Air Force (USAF) fielded their version of the tiltrotor, the CV-22B, in 2009. Since entering service with the Marine Corps and Air Force, the Osprey has been deployed in transportation and medevac operations over Iraq, Afghanistan, Libya, and Kuwait. The U.S. Navy plans to use the CMV-22B for carrier onboard delivery duties beginning in 2021."
Boeing 777-300 Er Emirates,Boeing 777-300 Er Emirates
Biomimetic Marine Propeller,"Bio-inspired marine propeller
Sinusoidal leading edge marine propeller
Leading edge protuberances marine propeller

Blade Airfoil: NACA 63(4)-021
45 degrees blade twist
Tubercles have 2.5% amplitude of chord length"
Hovering Propeller,Working on finishing a single motor with two propellers for a  hovercraft toy
BOEING 757,BOEING 757
Propeller screw,"A propeller is a device with a rotating hub and radiating blades that are set at a pitch to form a helical spiral, that, when rotated, exerts linear thrust upon a working fluid, such as water or air."
Bellanca Super Viking,"The Bellanca Viking and Super Viking are a series of single-engine, four-seat, high performance, retractable gear aircraft manufactured in the USA during the 1960s and 1970s. The aircraft developed through modifications of classic designs by the aviation pioneer Giuseppe Bellanca. A total of 1,356 Vikings have been produced with most production between 1968 and 1975 (1019 planes)."
4-X blade variable pitch propeller,"4-X blade variable pitch propeller - manually adjustable on the land.
Diameter about 1.7 m, engine speed up to 2200 rpm."
Nakajima Ki-44,"The Nakajima Ki-44 Shoki (鍾馗, ""Devil Queller"")[2] was a single-seat fighter-interceptor which was developed by the Nakajima Aircraft Company and operated by the Imperial Japanese Army from 1942 to 1945 during World War II. Its official designation is Army Type 2 Single-Seat Fighter (二式単座戦闘機) and its Allied reporting name was Tojo.

The design and development of the Ki-44 differed greatly from that of other Japanese fighters of the time, incorporating speed and rate-of-climb in preference to maneuverability.[3] This was a result of a need for a heavy fighter aircraft that followed a more offensive doctrine and the Ki-44 is often classified as an Air Defence Fighter.[3][4] Its development ran almost in parallel to its predecessor, the lighter and nimble Nakajima Ki-43, and yet the two aircraft differed. The Ki-44 had a higher landing speed and was less maneuverable. These were concerns for pilots who would compare it to the Ki-43 or Ki-27 which were far more agile and responsive. As a result, the Ki-44 was first restricted to pilots with at least 1000 hours of flying time due to its tricky handling characteristics. However, it was later found that younger pilots who had not been instilled with the extensive aerobatic training of earlier cadres could manage the aircraft perfectly well, so the restriction was removed.[3]

Nonetheless, the Ki-44 was the fastest climbing Japanese fighter at the time. It was the Imperial Japanese Army's only interceptor type when the USAAF's B-29 Superfortresses began bombing the Japanese mainland in June 1944.[3][5] While there were performance restrictions at high altitude, it was superior to the Ki-43 in that it was capable of matching Allied aircraft in climbs and dives, giving pilots more flexibility in combat and greater pilot confidence than the Ki-43; the basic armament of four 12.7mm machine guns or two 12.7mm guns and two 20 mm cannons (or, in a few aircraft, two Ho-301 40mm cannons of limited range) was far more powerful than the older Ki-43's two 12.7mm machine guns.[6][7]

Production of the Ki-44 was terminated in late 1944 in favour of the more advanced Nakajima Ki-84, and when the war ended, only three sentai units were still equipped with them.[8]

No examples survive today."
Turbofan Inlet Blade,Turbofan Inlet Blade
Aircraft power plant,"Aircraft power plant based on 2 EMRAX 228 electric motors - 2x60 kW at 5200 rpm with liquid cooling
Bamocar D3 700-400 liquid cooled controller
Cokam battery pack - 400 pieces = 150 kWh approx. 160 kg
Conceptual layout
2.0 m propeller at 2200 rpm
https://grabcad.com/library/3-blade-variable-pitch-propeller-1"
3 Blade variable pitch propeller,"3 Blade variable pitch propeller - manually adjustable on the land.
Diameter about 2.0 m, engine speed up to 2200 rpm."
Aviation power plant,"Aviation power plant based on 2 electric motors EMRAX 228 - 2x50 kW at 4000 rpm with air cooling
Controller Bamokar D3 700-400 with air cooling
Battery pack Kokam - 400 pieces = 150 kWh about 160 kg
Conceptual layout
2.4 m propeller at 1600 rpm
https://grabcad.com/library/variable-pitch-propeller-3"
Variable pitch propeller,"Variable pitch propeller - manually adjustable on the land.
Diameter about 2.4 m, engine speed up to 1700 rpm."
Turbo Pump,"A turbopump is a propellant pump with two main components: a rotodynamic pump and a driving gas turbine, usually both mounted on the same shaft, or sometimes geared together. The purpose of a turbopump is to produce a high-pressure fluid for feeding a combustion chamber or other use."
Piper Cub,"The Piper J-3 Cub is an American light aircraft that was built between 1938 and 1947 by Piper Aircraft. The aircraft has a simple, lightweight design which gives it good low-speed handling properties and short-field performance. The Cub is Piper Aircraft's most-produced model, with nearly 20,000 built in the United States. Its simplicity, affordability and popularity invokes comparisons to the Ford Model T automobile.

The aircraft is a high-wing, strut-braced monoplane with a large-area rectangular wing. It is most often powered by an air-cooled, flat-4 piston engine driving a fixed-pitch propeller. Its fuselage is a welded steel frame covered in fabric, seating two people in tandem.

The Cub was designed as a trainer. It had great popularity in this role and as a general aviation aircraft. Due to its performance, it was well suited for a variety of military uses such as reconnaissance, liaison and ground control. It was produced in large numbers during World War II as the L-4 Grasshopper. Many Cubs are still flying today. Cubs are highly prized as bush aircraft.

The aircraft's standard chrome yellow paint came to be known as ""Cub Yellow"" or ""Lock Haven Yellow""."
Airbus A350-900 for Aeromodelling and 3D Printing.,"Airbus A350-900 for Aeromodelling and 3D Printing.

AIrbus A350-900 in Air India Concept Livery"
Rc Aircraft Design,Rc Aircraft Design
У-2 propeller,"Propeller of the U-2 plane
https://grabcad.com/library/u-2-po-2-scale-1-1-legend-of-soviet-aviation-post-2-1
with M-11 motor
https://grabcad.com/library/engine-m-11l-1
Diameter 2.4 m, step 1.73 m
Material - plywood (glued bars) pine and oak"
Propeller 10x45,Propeller 10x45
DA-42,DA-42
Sharrow propeller,"Redesign of sharrow propeller designed by Greg Sharrow.

More information:
https://www.sharrowmarine.com/

https://boattest.com/Sharrow-Engineering-Propeller"
Embraer E-190 Aircraft,"Embraer E-190 Aircraft,Klm Livery  3D printable model."
Diamond DA42,Only tire and propeller STL file are provided. DM me if you need a full SLDPRT/STL file for this model :)
airscrew,"In aeronautics, a propeller, also called an airscrew, converts rotary motion from an engine or other power source into a swirling slipstream which pushes the propeller forwards or backwards. It comprises a rotating power-driven hub, to which are attached several radial airfoil-section blades such that the whole assembly rotates about a longitudinal axis. The blade pitch may be fixed, manually variable to a few set positions, or of the automatically variable ""constant-speed"" type."
